rank,population_index,optimization_objective,optimization_score,official_score,finite,wing_span,wing_chord,tail_arm,nose_length,extra_shipping_containers,sensor_weight_kg,mission3_sensor_weight_kg,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
18,2968,-6.47719644502202,6.47719644502202,6.43980396475771,True,1.6247265676750995,0.2695252168551637,0.8729881246732987,0.19577653216186683,0.0,9.798360373894143,9.241981144580821,3.288201490730213,17.59394793471888,12.504355790015635,308.11554568243326,1142.7608772194112,0.8063469907084688,0.885614436394747,8
19,1312,-6.448520230727514,6.448520230727514,6.439071452686409,True,1.7768628692457005,0.3176498050891988,0.7955778965981123,0.2023446046870993,1.0,7.353490007844002,7.180042887246333,2.4162697604140213,18.68602987088239,12.044061537655637,384.1370523529729,1456.4711128807965,0.9334873357404465,0.8063384730625877,6
20,3072,-6.45458541767525,6.45458541767525,6.4094553841718325,True,1.71805848593324,0.32633788790620677,0.7708604901957861,0.1323814467029809,0.0,11.80907249954063,6.365427048457254,2.267219307075303,13.617582650072105,9.663017254426032,357.5902234755792,2907.692114552865,0.8605566383252385,0.7736618697919826,8
21,1131,-6.408041148546044,6.408041148546044,6.391785714285714,True,1.6086971799044578,0.2876362788466426,0.8960295661471691,0.16938509479482106,1.0,7.697681975836915,5.74080860118246,3.308475270072714,19.428199670724517,13.32148147443539,367.60127993316866,1318.4225777601755,0.9812808182235114,0.8170859007443825,6
22,3004,-6.377377805479311,6.377377805479311,6.354349007314524,True,1.739562860384558,0.25149301396398355,0.8181213782719993,0.22280869463299532,0.0,9.687402654259996,8.345283072489968,2.9387677557097103,15.335936125887168,11.809275648314653,326.6983513815896,2873.057614890471,0.7981075472198427,0.8932012212605163,8
23,820,-6.379384919991691,6.379384919991691,6.344506649329157,True,1.3409090517600006,0.3667870346926856,0.5786885591207763,0.1889013592036743,0.0,11.04527569693367,6.2445292359075255,2.9571830863012365,15.645306492207382,11.359206706909978,457.99451538253913,2386.2877654007793,0.7010447784570003,0.5366317238658667,8
24,1084,-6.334792103700392,6.334792103700392,6.316531202234868,True,1.796994272091414,0.3004906333618687,0.8242714876594099,0.1710043130506332,0.0,10.5222948943686,5.882464947661926,3.7920395445597044,16.825826334082272,13.02527620578587,346.3134789866975,1663.0312787344117,0.9161059973138195,0.8208594166938513,6
25,900,-6.346411962566365,6.346411962566365,6.31174099317875,True,1.4497751999500756,0.39933996810537187,0.720477399788797,0.18969517771585784,1.0,7.64151323352143,7.064241780572928,3.759365464456878,19.231070752789286,9.665929326645188,476.0134568782506,2432.7522668990728,0.8492582696054959,0.722523289861569,6
26,2039,-6.313393808203482,6.313393808203482,6.308387442766838,True,1.4674877977804783,0.3823351101002992,0.8188449140723244,0.1511540625176237,0.0,9.74093818776184,7.210758126453,3.376151862688338,14.859771877816325,11.607649265258676,339.3773056019647,1389.6763309443827,0.7288657222845606,0.9478711062052668,8
27,2767,-6.328479711012982,6.328479711012982,6.298215524441865,True,1.6588720293879402,0.3763504041471814,0.7991385772083444,0.18758500479268764,1.0,8.08489509816105,5.6402076668329615,2.334711088716059,13.815529682174155,7.527544125113039,394.73102818423206,2635.971502755567,0.9668510416841058,0.7849609910379689,8
28,1185,-6.349581132387971,6.349581132387971,6.295574896899211,True,1.6402056418081028,0.29670134849301366,0.8509377605648784,0.12544351120824648,0.0,9.954602083877077,7.478210928512028,4.012934413828155,16.260392856292597,11.168520872680666,388.95792585074685,1792.4837536488003,0.9735727883129393,0.862203638061149,6
29,362,-6.326367137222877,6.326367137222877,6.29013751057344,True,1.6684496676983684,0.3592368454852909,0.785654216057107,0.20418277703329646,0.0,10.113360152903395,7.906346532392373,2.329306267827902,14.319888391395573,8.766568730922536,417.1486964837792,1170.7452499686965,0.7169676811516918,0.696503316052258,8
30,3048,-6.288965232693324,6.288965232693324,6.271747356334929,True,1.5476937379109519,0.28681874838334454,0.5235575706390083,0.11143858426369035,1.0,10.071088899952331,8.392636617122221,3.132855756236975,20.0901128866267,11.9750138338752,291.8112452751904,2479.4766628177995,0.9533718281905958,0.7480803327151473,8
31,1322,-6.269520053324108,6.269520053324108,6.264541006104255,True,1.5362607386294076,0.28501798129085126,0.770494415226545,0.22341962784491085,0.0,9.201582951492533,7.444295143644327,3.3783789563422424,18.823691517376982,12.559145175446652,387.0607084385354,1782.5150862336159,0.9372031683011733,0.8199954575711674,6
